text,news_link,outlet,topic,type,label,label_opinion,biased_words
"President Donald Trump abruptly turned and walked away from the lectern at a White House news briefing Monday after telling a reporter to ""ask China"" in response to a question about U.S. coronavirus testing capacity. ",https://www.usatoday.com/story/news/politics/2020/05/12/trump-tells-reporter-weijia-jiang-ask-china-covid-19-testing/3114144001/?utm_source=feedblitz&utm_medium=FeedBlitzRss&utm_campaign=usatoday-newstopstories,USA Today,trump-presidency,center,1,Somewhat factual but also opinionated,['abruptly']
"After walking off following another hardcourt loss to Novak Djokovic, allowing Serbia to level the final after Roberto Bautista Agut won the opening singles for Spain, Nadal urged the men's tour and the sport's international governing body to form one major team tournament.",https://www.foxnews.com/sports/nadal-urges-tennis-organizers-to-compromise-on-one-world-cup,Fox News,sport,right,0,Entirely factual,[]
"Over the past three decades, the fascism of political correctness has only grown more oppressive and suffocating, but now, with the left-wing moral panic sparked by the tragic death of George Floyd while in police custody, the left is emboldened.",http://feedproxy.google.com/~r/breitbart/~3/zJi86C2JTWM/,Breitbart,marriage-equality,nan,1,Expresses writer’s opinion,"['fascism', 'oppressive', 'suffoctaing', 'panic', 'emboldened']"
Will the American people follow the commands of Donald Trump's coronavirus death cult?,https://www.alternet.org/2020/03/trumps-death-cult-finally-says-it-time-to-kill-the-useless-eaters-for-capitalism/,Alternet,taxes,left,0,Somewhat factual but also opinionated,"['death', 'cult']"
"As the coronavirus outbreak continues to spread across the U.S., nurses and other public health experts are warning that the country's public health system is unprepared to handle a pandemic and calling on the federal government to take more urgent steps to protect the American people from the disease.",https://www.alternet.org/2020/03/why-experts-fears-the-fractured-u-s-health-system-under-trump-is-woefully-unprepared-for-what-we-face/,Alternet,vaccine,nan,0,Entirely factual,[]
"The president and his Republican brethren made all kinds of predictions about what would happen if their tax plan passed, and each of those predictions – from job creation to growth rates to the fiscal impact – turned out to be wrong.",http://www.msnbc.com/rachel-maddow-show/team-trump-claims-be-gearing-tax-cuts-20,MSNBC,middle-class,left,1,No agreement,"['republican', 'brethren']"
"The growing number of coronavirus cases, including 26 deaths, coupled with plummeting oil prices led to the Dow Jones industrial average diving 19% from its all-time high three weeks ago.",https://www.usatoday.com/story/money/2018/02/08/stock-market-terms-you-need-understand-when-financial-world-gets-bumpy/316649002/,USA Today,coronavirus,nan,1,nan,nan
"Seattle Mayor Jenny Durkan, facing local and national pressure to crack down on the protests, said on Monday officials would move to wind down the blocks-long, autonomous zone set up two weeks ago.",https://www.reuters.com/article/us-usa-seattle-shooting/seattle-plans-to-dismantle-occupied-protest-zone-after-shootings-idUSKBN23U17L,Reuters,blm,nan,0,Entirely factual,[]
"That market is widening this year to include a new rush of first-time buyers, including many women, minorities and politically liberal buyers who once would not have considered gun ownership, according to Reuters interviews with more than a dozen industry experts, academics and gun store owners.",https://www.reuters.com/article/domesticNews/idUSKBN2701G1?il=3,Reuters,gun control,center,0,Entirely factual,[]
"In a September executive order, President Donald Trump gave states and local governments the right to reject refugees, but instead of saying no, most state and local officials have blindsided the administration by opting in, according to two former officials familiar with the matter.",https://www.nbcnews.com/politics/immigration/blindsiding-trump-most-republican-governors-have-agreed-accept-refugees-n1113556?cid=public-rss_20200110,MSNBC,immigration,left,1,Somewhat factual but also opinionated,['blindsided']
"At the time, Wilson claimed he was only helping illuminate the contours of the 2016 race, before eventually being hired by one of the White House hopefuls.",http://feedproxy.google.com/~r/breitbart/~3/5ZI3bFcWXB4/,Breitbart,taxes,right,1,Somewhat factual but also opinionated,['claimed']
"But for the first time, a new study, published today in PLOS Biology, has revealed the lasting impacts of climate trauma on brain function. “",https://www.thedailybeast.com/climate-disaster-trauma-is-rewiring-our-brains-into-something-alarmingly-worse,The Daily Beast,environment,nan,0,nan,nan
"Good grief, what better example of the Democrat tyranny do you need than these anti-science lockdowns?",http://feedproxy.google.com/~r/breitbart/~3/ei0CD392IU0/,Breitbart,marriage-equality,nan,1,Expresses writer’s opinion,"['tyranny', 'anti-science']"
"This is a part of the climate conversation that often gets lost underneath the discussions around carbon emissions and changing weather, activism to spur new policies, and technological solutions to help lower global temperatures accordingly.",https://www.thedailybeast.com/climate-disaster-trauma-is-rewiring-our-brains-into-something-alarmingly-worse,The Daily Beast,environment,nan,1,nan,nan
"The coronavirus has presented the president with an adversary unlike any other he has confronted. It cannot be intimidated by angry tweets. It cannot be dismissed with a nickname. It cannot be diminished by calling it a “hoax,” as he did in February. And as the death toll rises, while Trump’s poll numbers fall, a new, old strategy is taking shape.",https://eu.usatoday.com/story/opinion/2020/05/06/trump-blame-china-coronavirus-new-blame-mexico-build-wall-column/3085647001/,USA Today,trump-presidency,center,1,Somewhat factual but also opinionated,"['intimidated', 'dismissed', 'hoax', 'angry']"
[Newsoms's] obsession with masks has created an almost hostile environment in our neighborhoods and streets.,https://thefederalist.com/2020/12/09/gavin-newsoms-covid-tyranny-is-suffocating-california/,Federalist,vaccine,nan,1,Expresses writer’s opinion,['obsession']
President Donald Trump’s younger adult son is being criticized for falsely claiming on national television that the COVID-19  crisis is a Democratic hoax that will “disappear” after the November presidential election.,https://www.alternet.org/2020/05/eric-trump-slammed-for-calling-covid-19-crisis-a-democratic-hoax-that-will-magically-disappear/,Alternet,coronavirus,left,0,Entirely factual,[]
Strategic purchases of U.S. businesses and the placement of Chinese companies on American stock exchanges and indexes have also given the PRC enormous suasion over the avenues of American soft power.,https://thefederalist.com/2020/05/19/what-u-s-national-strategy-should-look-like-in-the-wake-of-coronavirus/,Federalist,coronavirus,right,1,Entirely factual,['enormous']
"The death of the postal service would deprive Americans of a way to vote, pay bills, apply for passports, get prescriptions, send letters, receive tax refunds, collect Social Security and ship items ranging from gold bars to cremated remains.",https://www.alternet.org/2020/05/why-we-cant-afford-to-let-the-u-s-postal-service-go-bankrupt/,Alternet,coronavirus,left,0,No agreement,[]
"It’s no exaggeration to say that the anti-choice movement, from tip to toe, is stuffed with melodramatic liars and grifters.",https://www.alternet.org/2020/05/how-the-religious-rights-war-against-abortion-is-built-on-lies-grifting-and-bullying/,Alternet,abortion,left,1,Expresses writer’s opinion,"['tip', 'to', 'toe', 'melodramatic', 'liars', 'grifters', 'from', 'stuffed']"
"In 2018, Trump spoke wistfully about Chinese President Xi Jinping’s ability to change the constitution and scrap limits on the number of terms he could serve. And today he is trying to get Russia reinstated into the Group of 7, the organization of large democratic economies, even as Putin seeks to extend his presidential term until 2036 and still retains control of a portion of Ukraine, the reason Russia was expelled from what had been the G8 in the first place.",https://www.huffpost.com/entry/trump-fascist-reelection-authoritarianism_n_5ed816e5c5b6c0b2f10e5775,HuffPost,trump-presidency,left,1,Somewhat factual but also opinionated,['wistfully']
"""I have to say, I have been here for four years in the Senate.",https://www.foxnews.com/politics/hawley-slams-biden-nominee-stonewalling-past-tweets-unbelievable,Fox News,elections-2020,nan,0,nan,nan
"Democratic presidential hopeful Cory Booker on Monday unveiled a sweeping plan to reduce gun violence that includes establishing a national gun licensing program, limiting individual purchases of firearms to one per month, and placing a ban on assault weapons and high-capacity magazines.",https://eu.usatoday.com/story/news/politics/elections/2019/05/06/cory-booker-national-gun-license-firearms-owners/1117156001/,USA Today,gun-control,center,0,Entirely factual,[]
"A divided federal appeals court on Tuesday rejected Planned Parenthood’s constitutional challenge to an Ohio law depriving the organization of state funding because it performs abortions, handing a victory to anti-abortion advocates.",https://www.reuters.com/article/us-usa-abortion-ohio/appeals-court-says-ohio-may-withhold-planned-parenthood-funding-idUSKBN1QT23V?feedType=RSS&feedName=domesticNews,Reuters,abortion,center,0,Entirely factual,[]
"People were tear-gassed, manhandled, shoved, battered with clubs and slammed with shields on Monday to clear the way for Trump to cross the street from the White House for a photo op at St. John’s Episcopal Church. The onslaught against the protesters began 25 minutes before a 7 p.m. curfew. ",https://www.huffpost.com/entry/pentagon-trump-washington-dc-national-guard-protest_n_5edc244fc5b6dcf35913b20e,HuffPost,trump-presidency,left,1,Somewhat factual but also opinionated,"['tear-gassed', 'manhandled', 'shoved', 'battered', 'onslaught', 'with']"
"Military ships and aircraft have been deployed to coastal communities in southeastern Australia cut off by raging wildfires that have raced towards the coast, trapping thousands as the death toll from the apocalyptic blazes continues to grow.",https://www.foxnews.com/world/australia-wildfire-death-toll-bushfire-military-deployed-aid-evacuation,Fox News,environment,right,0,Entirely factual,"['death', 'toll', 'apocalyptic']"
"Since the coronavirus pandemic began, emboldened pro-life groups have used the public health crisis to try to disrupt access to abortion.",https://www.huffpost.com/entry/the-anti-abortion-movement-is-capitalizing-on-the-coronavirus_n_5ec57470c5b6ceaf1631b29c,HuffPost,abortion,left,1,Somewhat factual but also opinionated,['emboldened']
Inhibiting travel and commerce—not to mention making consular interviews deeply intrusive on a gendered basis—by imposing restrictions on pregnant women is an alarmist reaction to a small issue.,https://www.alternet.org/2020/03/how-the-birth-tourist-became-trumps-latest-bogeyman/,Alternet,immigration,left,1,Expresses writer’s opinion,"['intrusive', 'alarmist']"
